Trajectories
100
,,Patient 1:Unlabeled0,,,Patient 1:Unlabeled3,,,Patient 1:Unlabeled1,,,Patient 1:Unlabeled2,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
69,0,-168.344,207.36,65.4723,-168.986,167.633,65.5839,-129.073,208.361,65.7878,-128.695,167.259,65.8253
70,0,-168.355,207.376,65.4711,-168.886,167.679,65.5348,-129.082,208.34,65.8005,-128.685,167.274,65.8229
71,0,-168.356,207.358,65.4818,-168.935,167.676,65.5568,-129.096,208.317,65.7972,-128.672,167.262,65.8273
72,0,-168.347,207.367,65.4818,-168.955,167.655,65.554,-129.081,208.29,65.8082,-128.681,167.275,65.8315
73,0,-168.326,207.397,65.4643,-168.955,167.658,65.5508,-129.099,208.309,65.7852,-128.666,167.288,65.8153
74,0,-168.346,207.366,65.4572,-168.945,167.671,65.564,-129.07,208.343,65.7703,-128.686,167.272,65.8393
75,0,-168.363,207.382,65.4588,-168.777,167.761,65.4916,-129.074,208.334,65.7934,-128.681,167.267,65.8396
76,0,-168.342,207.386,65.4709,-168.93,167.68,65.5503,-129.077,208.355,65.7832,-128.658,167.301,65.8018
77,0,-168.348,207.4,65.4775,-168.975,167.642,65.551,-129.067,208.313,65.8025,-128.682,167.274,65.8341
78,0,-168.338,207.364,65.4659,-168.94,167.667,65.5601,-129.081,208.335,65.7869,-128.683,167.267,65.8265
79,0,-168.352,207.339,65.4794,-168.794,167.736,65.5035,-129.094,208.313,65.8022,-128.693,167.259,65.8395
80,0,-168.344,207.403,65.4466,-168.935,167.658,65.5637,-129.075,208.328,65.7868,-128.685,167.274,65.8281
81,0,-168.319,207.405,65.451,-168.961,167.637,65.5728,-129.089,208.314,65.8117,-128.683,167.279,65.8346
82,0,-168.366,207.389,65.4441,-168.947,167.652,65.5592,-129.085,208.309,65.8075,-128.658,167.27,65.8223
83,0,-168.339,207.347,65.4839,-168.944,167.678,65.5765,-129.084,208.325,65.7834,-128.691,167.253,65.8476
84,0,-168.324,207.396,65.4753,-168.963,167.632,65.5487,-129.085,208.303,65.8008,-128.684,167.256,65.8264
85,0,-168.335,207.418,65.4577,-168.941,167.637,65.5724,-129.075,208.305,65.8105,-128.669,167.266,65.8009
86,0,-168.331,207.393,65.4486,-168.977,167.647,65.5848,-129.085,208.323,65.8035,-128.687,167.239,65.8409
87,0,-168.344,207.389,65.454,-168.951,167.663,65.5695,-129.065,208.328,65.7783,-128.694,167.278,65.8393
88,0,-168.337,207.379,65.4638,-168.955,167.675,65.5718,-129.085,208.31,65.7885,-128.702,167.266,65.8487
89,0,-168.332,207.367,65.4694,-168.949,167.645,65.5576,-129.078,208.287,65.805,-128.692,167.245,65.8377
90,0,-168.343,207.365,65.4909,-168.935,167.682,65.5634,-129.077,208.298,65.8171,-128.694,167.247,65.8308
91,0,-168.334,207.385,65.4697,-168.788,167.737,65.5138,-129.076,208.331,65.8025,-128.683,167.246,65.8359
92,0,-168.339,207.398,65.4436,-168.948,167.644,65.5556,-129.068,208.325,65.7931,-128.679,167.284,65.8367
93,0,-168.346,207.359,65.477,-168.945,167.636,65.5783,-129.091,208.339,65.796,-128.667,167.269,65.8363
94,0,-168.337,207.395,65.4569,-168.784,167.782,65.5004,-129.09,208.33,65.8087,-128.677,167.284,65.8341
95,0,-168.356,207.368,65.4662,-168.903,167.732,65.5189,-129.087,208.318,65.8036,-128.694,167.301,65.8089
96,0,-168.326,207.359,65.467,-168.966,167.651,65.5746,-129.071,208.314,65.8021,-128.679,167.24,65.8593
97,0,-168.37,207.355,65.4893,-168.941,167.636,65.5734,-129.077,208.311,65.791,-128.697,167.27,65.8392
98,0,-168.354,207.366,65.4686,-168.945,167.674,65.5825,-129.093,208.313,65.7872,-128.688,167.285,65.8288
99,0,-168.341,207.368,65.4719,-168.765,167.768,65.4932,-129.094,208.328,65.8045,-128.682,167.26,65.8324
100,0,-168.354,207.357,65.4739,-168.908,167.693,65.5458,-129.068,208.312,65.7855,-128.685,167.265,65.8154
101,0,-168.347,207.37,65.4794,-168.966,167.632,65.5587,-129.085,208.337,65.7891,-128.692,167.263,65.8324
102,0,-168.339,207.381,65.4613,-168.955,167.613,65.5968,-129.073,208.345,65.8058,-128.678,167.259,65.8238
103,0,-168.364,207.364,65.4731,-168.933,167.711,65.5478,-129.077,208.311,65.807,-128.691,167.291,65.8054
104,0,-168.329,207.376,65.4544,-168.896,167.698,65.5354,-129.088,208.307,65.807,-128.691,167.265,65.8511
105,0,-168.321,207.398,65.4761,-168.954,167.632,65.58,-129.078,208.308,65.8011,-128.672,167.245,65.8357
106,0,-168.324,207.392,65.4619,-168.782,167.734,65.531,-129.076,208.341,65.7945,-128.704,167.272,65.8324
107,0,-168.356,207.352,65.4832,-168.923,167.685,65.5879,-129.075,208.312,65.8121,-128.677,167.267,65.8379
108,0,-168.345,207.375,65.4707,-168.793,167.757,65.5069,-129.089,208.301,65.8142,-128.685,167.268,65.8463
109,0,-168.32,207.382,65.4716,-168.935,167.657,65.5635,-129.094,208.334,65.7879,-128.671,167.265,65.8157
110,0,-168.33,207.347,65.5055,-168.95,167.635,65.5841,-129.069,208.319,65.7868,-128.698,167.262,65.84
111,0,-168.361,207.371,65.4502,-168.962,167.645,65.5791,-129.08,208.311,65.8009,-128.701,167.255,65.8335
112,0,-168.345,207.367,65.475,-168.939,167.64,65.559,-129.085,208.324,65.7971,-128.675,167.27,65.8368
113,0,-168.355,207.357,65.4891,-168.792,167.77,65.5046,-129.074,208.341,65.8097,-128.698,167.249,65.8481
114,0,-168.338,207.373,65.4933,-168.941,167.671,65.5511,-129.073,208.336,65.7968,-128.674,167.272,65.8428
115,0,-168.346,207.386,65.4731,-168.943,167.665,65.5694,-129.098,208.34,65.8062,-128.676,167.256,65.8307
116,0,-168.343,207.383,65.4657,-168.924,167.692,65.5416,-129.092,208.317,65.8018,-128.684,167.259,65.8449
117,0,-168.342,207.377,65.4535,-168.956,167.655,65.5574,-129.077,208.326,65.8056,-128.679,167.257,65.8407
118,0,-168.33,207.413,65.4564,-168.927,167.686,65.5711,-129.096,208.331,65.8075,-128.674,167.266,65.8518
119,0,-168.362,207.361,65.4765,-168.805,167.738,65.5084,-129.09,208.307,65.8034,-128.679,167.267,65.8385
120,0,-168.346,207.367,65.4755,-168.946,167.662,65.5631,-129.095,208.32,65.7996,-128.669,167.277,65.8335
121,0,-168.358,207.352,65.4786,-168.949,167.638,65.5897,-129.074,208.348,65.7962,-128.697,167.283,65.8299
122,0,-168.324,207.366,65.4752,-168.962,167.644,65.5941,-129.079,208.31,65.7987,-128.687,167.257,65.8365
123,0,-168.309,207.385,65.4658,-168.958,167.636,65.5762,-129.1,208.315,65.8058,-128.683,167.244,65.8504
124,0,-168.348,207.354,65.4685,-168.938,167.669,65.5573,-129.081,208.306,65.8068,-128.694,167.258,65.8319
125,0,-168.345,207.362,65.4821,-168.962,167.645,65.5637,-129.076,208.342,65.7879,-128.681,167.279,65.8171
126,0,-168.337,207.372,65.4707,-168.957,167.629,65.5906,-129.065,208.367,65.781,-128.676,167.292,65.8229
127,0,-168.355,207.355,65.4753,-168.955,167.648,65.5611,-129.095,208.322,65.8016,-128.684,167.242,65.8578
128,0,-168.341,207.363,65.4841,-168.792,167.754,65.5,-129.091,208.325,65.7915,-128.683,167.279,65.8308
129,0,-168.361,207.371,65.4651,-168.799,167.757,65.5006,-129.079,208.331,65.7922,-128.673,167.254,65.8418
130,0,-168.35,207.367,65.4648,-168.801,167.742,65.516,-129.093,208.31,65.8227,-128.699,167.275,65.8119
131,0,-168.368,207.351,65.4777,-168.965,167.632,65.5618,-129.073,208.328,65.7792,-128.698,167.248,65.8434
132,0,-168.352,207.349,65.4675,-168.972,167.607,65.5994,-129.097,208.315,65.8123,-128.684,167.254,65.8396
133,0,-168.343,207.386,65.4542,-168.944,167.646,65.5751,-129.093,208.326,65.8,-128.685,167.276,65.8327
134,0,-168.364,207.359,65.4617,-168.946,167.651,65.5716,-129.099,208.316,65.8167,-128.693,167.274,65.8214
135,0,-168.335,207.407,65.4608,-168.952,167.638,65.5835,-129.083,208.344,65.7886,-128.681,167.275,65.8131
136,0,-168.336,207.389,65.4569,-168.794,167.776,65.4915,-129.079,208.322,65.7995,-128.701,167.274,65.8335
137,0,-168.356,207.382,65.4712,-168.93,167.685,65.5337,-129.1,208.326,65.7732,-128.672,167.23,65.8521
138,0,-168.346,207.383,65.4665,-168.945,167.663,65.5599,-129.098,208.339,65.8096,-128.706,167.246,65.8545
139,0,-168.329,207.392,65.4633,-168.956,167.671,65.558,-129.09,208.34,65.7947,-128.709,167.249,65.8419
140,0,-168.336,207.388,65.4648,-168.783,167.759,65.5094,-129.099,208.309,65.7973,-128.688,167.285,65.8302
141,0,-168.358,207.338,65.4907,-168.911,167.658,65.5397,-129.07,208.349,65.7835,-128.69,167.271,65.8304
142,0,-168.331,207.386,65.4689,-168.961,167.637,65.5676,-129.086,208.314,65.8018,-128.682,167.254,65.837
143,0,-168.367,207.342,65.4592,-168.951,167.655,65.5546,-129.107,208.311,65.8049,-128.699,167.26,65.8458
144,0,-168.367,207.35,65.4645,-168.796,167.762,65.4925,-129.098,208.312,65.8163,-128.7,167.251,65.8385
145,0,-168.363,207.375,65.4659,-168.941,167.658,65.5494,-129.077,208.333,65.7805,-128.679,167.283,65.8031
146,0,-168.324,207.368,65.47,-168.942,167.668,65.5611,-129.073,208.332,65.7924,-128.688,167.272,65.8347
147,0,-168.354,207.374,65.4526,-168.925,167.666,65.5508,-129.049,208.331,65.7782,-128.695,167.249,65.8421
148,0,-168.343,207.371,65.4648,-168.939,167.626,65.5571,-129.076,208.302,65.7907,-128.667,167.29,65.8097
149,0,-168.344,207.355,65.4746,-168.947,167.655,65.552,-129.081,208.316,65.7826,-128.706,167.243,65.8464
150,0,-168.362,207.391,65.4643,-168.934,167.67,65.5562,-129.085,208.331,65.8088,-128.683,167.253,65.8199
151,0,-168.354,207.374,65.4598,-168.947,167.641,65.5845,-129.069,208.316,65.7886,-128.709,167.239,65.8311
152,0,-168.34,207.392,65.4659,-168.928,167.68,65.5632,-129.083,208.315,65.8032,-128.689,167.262,65.8414
153,0,-168.337,207.413,65.468,-168.95,167.616,65.5756,-129.055,208.35,65.7804,-128.687,167.25,65.8336
154,0,-168.354,207.361,65.4728,-168.922,167.689,65.5324,-129.079,208.329,65.7921,-128.703,167.245,65.855
155,0,-168.344,207.369,65.4697,-168.894,167.693,65.5229,-129.098,208.318,65.8125,-128.692,167.235,65.8373
156,0,-168.349,207.388,65.4635,-168.805,167.731,65.4845,-129.079,208.328,65.7837,-128.697,167.275,65.8237
157,0,-168.356,207.375,65.4822,-168.911,167.7,65.5503,-129.088,208.313,65.8154,-128.688,167.26,65.8451
158,0,-168.357,207.362,65.4724,-168.946,167.673,65.5549,-129.093,208.306,65.8194,-128.679,167.267,65.8415
159,0,-168.347,207.356,65.481,-168.949,167.658,65.564,-129.093,208.299,65.7965,-128.662,167.292,65.824
160,0,-168.365,207.348,65.4806,-168.79,167.741,65.515,-129.089,208.318,65.8075,-128.683,167.251,65.8276
161,0,-168.36,207.371,65.4859,-168.887,167.692,65.5232,-129.084,208.302,65.8049,-128.699,167.283,65.8198
162,0,-168.346,207.368,65.4759,-168.939,167.68,65.558,-129.084,208.317,65.8086,-128.682,167.306,65.8122
163,0,-168.347,207.401,65.4716,-168.967,167.672,65.573,-129.098,208.311,65.8112,-128.678,167.28,65.8193
164,0,-168.345,207.387,65.4712,-168.944,167.642,65.5661,-129.08,208.345,65.7656,-128.679,167.272,65.8224
165,0,-168.354,207.374,65.4835,-168.944,167.647,65.5707,-129.098,208.323,65.7997,-128.665,167.267,65.8563
166,0,-168.334,207.383,65.4602,-168.934,167.685,65.5471,-129.093,208.331,65.8154,-128.669,167.245,65.8441
167,0,-168.348,207.376,65.4673,-168.954,167.652,65.571,-129.1,208.335,65.8019,-128.679,167.294,65.8146
168,0,-168.347,207.363,65.4799,-168.947,167.689,65.5442,-129.085,208.356,65.7836,-128.677,167.281,65.8329
169,0,-168.35,207.372,65.481,-168.825,167.708,65.5016,-129.078,208.336,65.8007,-128.696,167.252,65.8236
170,0,-168.326,207.412,65.4551,-168.941,167.669,65.5504,-129.09,208.335,65.7928,-128.681,167.26,65.8316
171,0,-168.35,207.378,65.4482,-168.95,167.644,65.5643,-129.077,208.328,65.7912,-128.694,167.25,65.8277
172,0,-168.329,207.403,65.4591,-168.943,167.671,65.553,-129.087,208.297,65.8068,-128.698,167.245,65.8271
173,0,-168.348,207.382,65.4654,-168.935,167.661,65.5427,-129.095,208.334,65.7768,-128.693,167.274,65.8305
174,0,-168.34,207.367,65.4853,-168.942,167.67,65.5543,-129.082,208.321,65.7987,-128.694,167.267,65.8324
175,0,-168.337,207.369,65.4845,-168.941,167.641,65.558,-129.096,208.314,65.7934,-128.68,167.276,65.8238
176,0,-168.369,207.379,65.4863,-168.912,167.694,65.5333,-129.094,208.334,65.7959,-128.684,167.277,65.8289
177,0,-168.329,207.378,65.4435,-168.949,167.689,65.5455,-129.103,208.31,65.7969,-128.684,167.277,65.8457
178,0,-168.369,207.319,65.4941,-168.96,167.684,65.5569,-129.088,208.335,65.7909,-128.702,167.285,65.8269
179,0,-168.358,207.367,65.4805,-168.955,167.66,65.5625,-129.088,208.323,65.8145,-128.687,167.283,65.8226
180,0,-168.338,207.365,65.4684,-168.943,167.656,65.5538,-129.076,208.346,65.7893,-128.688,167.279,65.8354
181,0,-168.36,207.384,65.4692,-168.966,167.627,65.5728,-129.08,208.332,65.7978,-128.689,167.284,65.8381
182,0,-168.348,207.376,65.4515,-168.935,167.618,65.587,-129.074,208.339,65.8021,-128.697,167.26,65.8184
183,0,-168.354,207.362,65.4795,-168.944,167.685,65.5577,-129.113,208.337,65.7912,-128.69,167.279,65.8311
184,0,-168.346,207.377,65.4696,-168.968,167.64,65.5704,-129.074,208.357,65.7806,-128.698,167.227,65.8457
185,0,-168.379,207.37,65.4838,-168.941,167.665,65.5711,-129.083,208.338,65.7806,-128.709,167.268,65.8336
186,0,-168.363,207.362,65.472,-168.965,167.625,65.6016,-129.087,208.345,65.7959,-128.687,167.273,65.8414
187,0,-168.362,207.382,65.4533,-168.959,167.644,65.5691,-129.067,208.353,65.7845,-128.685,167.268,65.8222
188,0,-168.339,207.405,65.4518,-168.785,167.743,65.5101,-129.1,208.342,65.8068,-128.705,167.257,65.8464
189,0,-168.339,207.372,65.4707,-168.928,167.668,65.5572,-129.082,208.318,65.8038,-128.706,167.26,65.8428
190,0,-168.347,207.383,65.4658,-168.961,167.631,65.5692,-129.096,208.328,65.7972,-128.698,167.249,65.8319
191,0,-168.334,207.371,65.4553,-168.801,167.722,65.5281,-129.087,208.313,65.8065,-128.682,167.275,65.8315
192,0,-168.348,207.374,65.4798,-168.938,167.653,65.5934,-129.098,208.327,65.7891,-128.7,167.282,65.838
193,0,-168.377,207.362,65.4644,-168.949,167.664,65.5624,-129.102,208.342,65.7961,-128.693,167.273,65.8198
194,0,-168.375,207.352,65.4763,-168.798,167.761,65.4995,-129.088,208.328,65.7918,-128.676,167.282,65.8273
195,0,-168.333,207.378,65.4683,-168.95,167.65,65.576,-129.08,208.323,65.7846,-128.686,167.274,65.8182
196,0,-168.37,207.353,65.4804,-168.973,167.602,65.5925,-129.09,208.331,65.7966,-128.682,167.276,65.8036
197,0,-168.341,207.345,65.4805,-168.968,167.636,65.5823,-129.108,208.281,65.811,-128.694,167.262,65.8619
198,0,-168.313,207.385,65.4609,-168.938,167.682,65.5772,-129.082,208.309,65.8098,-128.711,167.278,65.8169
199,0,-168.382,207.353,65.474,-168.929,167.638,65.5642,-129.056,208.303,65.7928,-128.674,167.3,65.8329
200,0,-168.315,207.419,65.4228,-168.944,167.659,65.5656,-129.11,208.322,65.793,-128.684,167.277,65.8222
201,0,-168.345,207.39,65.4704,-168.969,167.65,65.5632,-129.053,208.371,65.7815,-128.679,167.279,65.8251
202,0,-168.33,207.411,65.4628,-168.94,167.667,65.5545,-129.071,208.34,65.7839,-128.688,167.267,65.8332
203,0,-168.341,207.384,65.4637,-168.951,167.666,65.5489,-129.086,208.308,65.7948,-128.684,167.267,65.8357
204,0,-168.361,207.382,65.4607,-168.944,167.641,65.5609,-129.078,208.338,65.7887,-128.681,167.275,65.8494
205,0,-168.346,207.397,65.46,-168.957,167.645,65.5488,-129.072,208.344,65.79,-128.687,167.259,65.8343
206,0,-168.342,207.379,65.4757,-168.939,167.655,65.595,-129.083,208.317,65.7967,-128.686,167.267,65.8441
207,0,-168.342,207.375,65.4666,-168.958,167.644,65.5519,-129.087,208.305,65.7981,-128.687,167.275,65.8174
208,0,-168.339,207.375,65.4668,-168.951,167.659,65.5371,-129.064,208.332,65.7896,-128.688,167.255,65.8347
209,0,-168.323,207.378,65.4535,-168.933,167.669,65.548,-129.064,208.344,65.7805,-128.699,167.281,65.8136
210,0,-168.326,207.404,65.4531,-168.945,167.636,65.594,-129.068,208.343,65.7977,-128.698,167.223,65.8676
211,0,-168.338,207.397,65.4583,-168.934,167.657,65.583,-129.076,208.33,65.8047,-128.7,167.253,65.8579
212,0,-168.348,207.352,65.4685,-168.955,167.652,65.5833,-129.068,208.345,65.7848,-128.691,167.267,65.8074
213,0,-168.341,207.374,65.4432,-168.797,167.769,65.5058,-129.072,208.343,65.7887,-128.675,167.259,65.8358
214,0,-168.35,207.367,65.4738,-168.791,167.777,65.493,-129.094,208.348,65.7807,-128.681,167.236,65.8405
215,0,-168.363,207.366,65.4886,-168.97,167.643,65.5743,-129.07,208.322,65.7825,-128.693,167.259,65.8597
216,0,-168.369,207.389,65.4883,-168.987,167.624,65.5887,-129.088,208.321,65.794,-128.656,167.286,65.8215
217,0,-168.354,207.37,65.4627,-168.782,167.781,65.4903,-129.089,208.329,65.7995,-128.696,167.286,65.8149
218,0,-168.366,207.361,65.4681,-168.956,167.681,65.5586,-129.074,208.319,65.7879,-128.664,167.25,65.8313
219,0,-168.36,207.361,65.4691,-168.966,167.664,65.569,-129.074,208.335,65.7804,-128.686,167.268,65.8199
220,0,-168.338,207.375,65.4547,-168.929,167.646,65.5754,-129.096,208.351,65.8026,-128.678,167.27,65.83
221,0,-168.358,207.363,65.467,-168.968,167.63,65.5621,-129.096,208.309,65.7998,-128.686,167.257,65.8438
222,0,-168.339,207.36,65.4609,-168.943,167.667,65.5646,-129.099,208.304,65.8107,-128.679,167.255,65.8233
223,0,-168.34,207.399,65.4648,-168.962,167.635,65.5791,-129.089,208.344,65.7946,-128.685,167.254,65.8215
224,0,-168.349,207.368,65.458,-168.963,167.619,65.5867,-129.091,208.327,65.8083,-128.674,167.275,65.8275
225,0,-168.344,207.359,65.4594,-168.946,167.664,65.555,-129.097,208.328,65.7946,-128.68,167.25,65.8319
226,0,-168.353,207.352,65.4788,-168.946,167.703,65.5354,-129.077,208.347,65.7723,-128.704,167.247,65.8441
227,0,-168.346,207.35,65.4817,-168.947,167.664,65.5503,-129.072,208.335,65.8017,-128.706,167.247,65.853
228,0,-168.34,207.373,65.4618,-168.97,167.622,65.5808,-129.087,208.327,65.7973,-128.674,167.268,65.8273
229,0,-168.357,207.377,65.4465,-168.938,167.654,65.557,-129.091,208.318,65.7916,-128.689,167.287,65.8279
230,0,-168.328,207.382,65.4413,-168.959,167.64,65.5742,-129.081,208.343,65.796,-128.669,167.242,65.8454
