Trajectories
100
,,Patient 1:Unlabeled0,,,Patient 1:Unlabeled3,,,Patient 1:Unlabeled1,,,Patient 1:Unlabeled2,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
73,0,82.1743,24.2856,-235.744,82.0876,-14.4855,-235.331,121.368,26.6195,-235.408,122.505,-14.6627,-235.709
74,0,82.1422,24.3021,-235.769,82.1409,-14.5159,-235.313,121.365,26.5743,-235.385,122.533,-14.7102,-235.664
75,0,82.1725,24.3009,-235.768,82.2936,-14.6773,-235.147,121.364,26.5814,-235.359,122.545,-14.7034,-235.699
76,0,82.19,24.2763,-235.757,82.3672,-14.794,-235.046,121.418,26.5179,-235.352,122.494,-14.6072,-235.764
77,0,82.1919,24.2543,-235.733,82.3309,-14.7724,-235.116,121.415,26.4823,-235.306,122.466,-14.6285,-235.759
78,0,82.2332,24.225,-235.72,82.3023,-14.7243,-235.137,121.395,26.5334,-235.336,122.517,-14.6121,-235.746
79,0,82.2357,24.2445,-235.692,82.2916,-14.7091,-235.161,121.395,26.5612,-235.375,122.503,-14.6438,-235.709
80,0,82.1754,24.2931,-235.748,82.4346,-14.8717,-235.038,121.376,26.5631,-235.382,122.511,-14.6717,-235.698
81,0,82.1905,24.2818,-235.757,82.375,-14.7963,-235.041,121.346,26.5817,-235.398,122.526,-14.6579,-235.709
82,0,82.243,24.2394,-235.719,82.3175,-14.7167,-235.127,121.393,26.6012,-235.396,122.509,-14.6153,-235.759
83,0,82.2157,24.2608,-235.725,82.3094,-14.6916,-235.141,121.388,26.5761,-235.385,122.493,-14.5931,-235.765
84,0,82.2143,24.2671,-235.72,82.2867,-14.689,-235.156,121.373,26.5526,-235.369,122.518,-14.6744,-235.707
85,0,82.1944,24.2705,-235.726,82.2879,-14.6822,-235.16,121.419,26.5582,-235.384,122.507,-14.646,-235.729
86,0,82.2349,24.2406,-235.677,82.2938,-14.6841,-235.157,121.372,26.61,-235.395,122.538,-14.667,-235.717
87,0,82.2397,24.2361,-235.698,82.3167,-14.7158,-235.083,121.365,26.5878,-235.388,122.519,-14.6636,-235.722
88,0,82.1814,24.3124,-235.769,82.3529,-14.8024,-235.071,121.401,26.6066,-235.397,122.513,-14.6359,-235.716
89,0,82.2028,24.3221,-235.79,82.3708,-14.7799,-235.078,121.381,26.5931,-235.409,122.504,-14.5938,-235.769
90,0,82.2307,24.2639,-235.724,82.3026,-14.6722,-235.154,121.393,26.5354,-235.36,122.498,-14.6007,-235.759
91,0,82.2354,24.2395,-235.707,82.2614,-14.6712,-235.165,121.406,26.5233,-235.367,122.502,-14.6408,-235.716
92,0,82.2141,24.2253,-235.729,82.2901,-14.7325,-235.134,121.355,26.6183,-235.399,122.499,-14.6531,-235.767
93,0,82.2179,24.2109,-235.702,82.3268,-14.7494,-235.127,121.37,26.6307,-235.421,122.527,-14.6408,-235.743
94,0,82.2003,24.2769,-235.738,82.3028,-14.7211,-235.13,121.419,26.5608,-235.39,122.512,-14.6566,-235.748
95,0,82.1955,24.2759,-235.741,82.2901,-14.6974,-235.119,121.436,26.5075,-235.329,122.474,-14.5981,-235.749
96,0,82.2094,24.2499,-235.735,82.3618,-14.7039,-235.134,121.391,26.5446,-235.337,122.524,-14.6453,-235.748
97,0,82.2065,24.215,-235.745,82.3005,-14.688,-235.128,121.436,26.4937,-235.345,122.514,-14.6286,-235.736
98,0,82.1887,24.2546,-235.739,82.2718,-14.6444,-235.16,121.401,26.5476,-235.369,122.532,-14.6729,-235.714
99,0,82.1979,24.2649,-235.742,82.2671,-14.6974,-235.156,121.411,26.5113,-235.342,122.497,-14.5965,-235.759
100,0,82.2442,24.2399,-235.704,82.3158,-14.7398,-235.088,121.438,26.5027,-235.334,122.497,-14.5982,-235.771
101,0,82.195,24.2831,-235.753,82.3332,-14.7533,-235.081,121.463,26.4918,-235.337,122.503,-14.6284,-235.765
102,0,82.203,24.2532,-235.722,82.3168,-14.7517,-235.112,121.397,26.523,-235.34,122.499,-14.6382,-235.734
103,0,82.2059,24.2838,-235.766,82.2473,-14.6334,-235.184,121.386,26.558,-235.349,122.503,-14.6279,-235.748
104,0,82.222,24.2653,-235.725,82.2794,-14.652,-235.179,121.349,26.613,-235.407,122.523,-14.6845,-235.715
105,0,82.1974,24.3085,-235.797,82.3351,-14.7028,-235.128,121.392,26.5709,-235.39,122.516,-14.682,-235.696
106,0,82.1682,24.3086,-235.78,82.2811,-14.6918,-235.132,121.388,26.5636,-235.383,122.512,-14.6421,-235.711
107,0,82.1667,24.3198,-235.784,82.2698,-14.6888,-235.149,121.389,26.5601,-235.372,122.5,-14.6744,-235.71
108,0,82.2386,24.2148,-235.701,82.2846,-14.6692,-235.144,121.395,26.5558,-235.382,122.528,-14.6398,-235.71
109,0,82.2578,24.1891,-235.685,82.2837,-14.6728,-235.165,121.396,26.5449,-235.351,122.52,-14.6592,-235.695
110,0,82.2389,24.1937,-235.687,82.2997,-14.6794,-235.174,121.433,26.5099,-235.354,122.502,-14.6336,-235.744
111,0,82.2113,24.2425,-235.724,82.3227,-14.7011,-235.131,121.41,26.5423,-235.349,122.493,-14.6401,-235.715
112,0,82.2093,24.2615,-235.745,82.3314,-14.7764,-235.079,121.376,26.5975,-235.401,122.491,-14.6149,-235.748
113,0,82.1996,24.3031,-235.757,82.3523,-14.7957,-235.101,121.385,26.5771,-235.404,122.474,-14.5755,-235.794
114,0,82.1717,24.2952,-235.782,82.3153,-14.6839,-235.126,121.399,26.563,-235.351,122.508,-14.6246,-235.757
115,0,82.2119,24.2755,-235.739,82.2679,-14.6511,-235.202,121.391,26.5466,-235.359,122.497,-14.6425,-235.721
116,0,82.204,24.2573,-235.746,82.2783,-14.6552,-235.163,121.421,26.5146,-235.336,122.504,-14.6536,-235.722
117,0,82.2041,24.2799,-235.747,82.3072,-14.6941,-235.127,121.378,26.5928,-235.386,122.512,-14.6254,-235.748
118,0,82.2091,24.2603,-235.749,82.3368,-14.7189,-235.104,121.39,26.5779,-235.397,122.501,-14.6554,-235.718
119,0,82.2268,24.2307,-235.726,82.3309,-14.7446,-235.104,121.364,26.5839,-235.386,122.487,-14.6335,-235.738
120,0,82.2042,24.2499,-235.751,82.3371,-14.7678,-235.089,121.402,26.552,-235.374,122.49,-14.6276,-235.728
121,0,82.2252,24.2285,-235.692,82.2803,-14.7124,-235.144,121.385,26.5308,-235.369,122.513,-14.6043,-235.751
122,0,82.2211,24.2675,-235.715,82.308,-14.6754,-235.131,121.388,26.5646,-235.379,122.506,-14.6227,-235.717
123,0,82.1817,24.2992,-235.777,82.3065,-14.6959,-235.135,121.393,26.6065,-235.393,122.491,-14.6317,-235.747
124,0,82.1736,24.2492,-235.747,82.3204,-14.7295,-235.118,121.403,26.5739,-235.382,122.509,-14.6705,-235.717
125,0,82.224,24.2392,-235.697,82.2998,-14.7256,-235.123,121.382,26.5525,-235.373,122.512,-14.6399,-235.742
126,0,82.1925,24.2842,-235.758,82.2927,-14.6844,-235.156,121.368,26.6065,-235.413,122.491,-14.6307,-235.74
127,0,82.2028,24.2795,-235.725,82.3029,-14.691,-235.172,121.411,26.5699,-235.374,122.495,-14.6353,-235.751
128,0,82.2156,24.241,-235.737,82.3221,-14.741,-235.132,121.391,26.5637,-235.352,122.497,-14.6352,-235.736
129,0,82.1935,24.2244,-235.763,82.3,-14.725,-235.089,121.362,26.5807,-235.368,122.521,-14.6496,-235.741
130,0,82.1778,24.2806,-235.763,82.3361,-14.7468,-235.095,121.372,26.5761,-235.389,122.523,-14.6815,-235.709
131,0,82.1741,24.3123,-235.772,82.3239,-14.7711,-235.075,121.362,26.5418,-235.387,122.516,-14.6814,-235.716
132,0,82.1724,24.284,-235.762,82.3298,-14.7407,-235.135,121.388,26.584,-235.376,122.473,-14.6321,-235.733
133,0,82.2289,24.2492,-235.737,82.3229,-14.7462,-235.094,121.378,26.6033,-235.404,122.515,-14.6218,-235.755
134,0,82.2377,24.2179,-235.709,82.3223,-14.7221,-235.129,121.433,26.5383,-235.35,122.503,-14.645,-235.734
135,0,82.2237,24.2241,-235.729,82.4159,-14.8496,-235.036,121.415,26.5362,-235.337,122.491,-14.6278,-235.721
136,0,82.1841,24.2585,-235.762,82.2866,-14.7543,-235.087,121.408,26.5091,-235.329,122.538,-14.6837,-235.705
137,0,82.231,24.2639,-235.757,82.2813,-14.6842,-235.134,121.412,26.528,-235.375,122.541,-14.6825,-235.725
138,0,82.2002,24.2793,-235.756,82.3033,-14.7037,-235.124,121.384,26.573,-235.376,122.515,-14.6414,-235.728
139,0,82.1914,24.2609,-235.748,82.297,-14.7262,-235.123,121.403,26.557,-235.356,122.519,-14.6274,-235.74
140,0,82.1672,24.3304,-235.79,82.2641,-14.6961,-235.165,121.416,26.4945,-235.344,122.503,-14.606,-235.758
141,0,82.1865,24.2911,-235.764,82.2708,-14.6661,-235.111,121.395,26.5318,-235.371,122.489,-14.6273,-235.753
142,0,82.2304,24.2181,-235.698,82.3043,-14.7165,-235.15,121.383,26.5619,-235.358,122.494,-14.6182,-235.732
143,0,82.1932,24.2429,-235.727,82.3265,-14.7196,-235.119,121.395,26.546,-235.36,122.498,-14.6357,-235.734
144,0,82.2019,24.2607,-235.755,82.3108,-14.7436,-235.123,121.378,26.5625,-235.374,122.49,-14.6267,-235.737
145,0,82.2185,24.2503,-235.732,82.3229,-14.7429,-235.143,121.385,26.5766,-235.377,122.515,-14.6559,-235.714
146,0,82.2403,24.2404,-235.704,82.3397,-14.7513,-235.086,121.353,26.6128,-235.405,122.54,-14.656,-235.717
147,0,82.2267,24.2668,-235.747,82.3044,-14.7396,-235.145,121.404,26.5086,-235.337,122.485,-14.6302,-235.736
148,0,82.1989,24.2632,-235.768,82.2982,-14.6939,-235.142,121.39,26.523,-235.329,122.462,-14.6338,-235.76
149,0,82.1773,24.3007,-235.785,82.093,-14.4756,-235.326,121.388,26.5327,-235.362,122.496,-14.5981,-235.746
150,0,82.1769,24.3116,-235.798,82.2228,-14.5969,-235.21,121.424,26.4916,-235.322,122.502,-14.6104,-235.745
151,0,82.1665,24.3078,-235.784,82.3133,-14.7395,-235.101,121.388,26.4873,-235.319,122.49,-14.5938,-235.763
152,0,82.2046,24.2575,-235.752,82.3818,-14.7944,-235.049,121.406,26.504,-235.337,122.493,-14.5807,-235.781
153,0,82.213,24.2292,-235.717,82.3749,-14.7879,-235.089,121.388,26.5632,-235.373,122.493,-14.6739,-235.684
154,0,82.2026,24.2659,-235.755,82.3441,-14.7575,-235.1,121.371,26.6103,-235.406,122.49,-14.6233,-235.721
155,0,82.2071,24.2428,-235.734,82.2919,-14.7135,-235.113,121.396,26.5192,-235.355,122.502,-14.6246,-235.752
156,0,82.2011,24.2443,-235.724,82.3393,-14.7008,-235.146,121.367,26.5826,-235.397,122.506,-14.6285,-235.734
157,0,82.1922,24.2903,-235.75,82.3124,-14.7318,-235.124,121.38,26.6055,-235.397,122.54,-14.6892,-235.717
158,0,82.2116,24.2763,-235.743,82.3129,-14.7309,-235.137,121.364,26.5665,-235.366,122.512,-14.7151,-235.696
159,0,82.1856,24.265,-235.731,82.3504,-14.7258,-235.114,121.401,26.5538,-235.358,122.495,-14.6399,-235.716
160,0,82.1934,24.27,-235.736,82.3397,-14.7186,-235.088,121.37,26.5593,-235.363,122.49,-14.5971,-235.766
161,0,82.2194,24.2603,-235.746,82.3117,-14.7428,-235.118,121.372,26.5987,-235.424,122.526,-14.6112,-235.746
162,0,82.1848,24.2639,-235.735,82.3239,-14.723,-235.136,121.364,26.6198,-235.411,122.504,-14.6107,-235.749
163,0,82.1804,24.2979,-235.724,82.3187,-14.7557,-235.097,121.372,26.6295,-235.403,122.509,-14.6531,-235.717
164,0,82.2119,24.2405,-235.719,82.347,-14.7481,-235.103,121.417,26.5036,-235.336,122.524,-14.6433,-235.728
165,0,82.2259,24.2137,-235.705,82.2935,-14.7106,-235.148,121.394,26.5619,-235.378,122.507,-14.6188,-235.739
166,0,82.2179,24.2358,-235.734,82.425,-14.8301,-235.079,121.391,26.5691,-235.392,122.471,-14.5921,-235.779
167,0,82.1815,24.2806,-235.766,82.3356,-14.7376,-235.109,121.369,26.5743,-235.38,122.471,-14.6189,-235.749
168,0,82.1743,24.304,-235.739,82.2958,-14.7047,-235.153,121.398,26.5616,-235.374,122.518,-14.6622,-235.718
169,0,82.2102,24.2547,-235.738,82.343,-14.7336,-235.127,121.374,26.5635,-235.386,122.519,-14.6508,-235.724
170,0,82.2267,24.2503,-235.713,82.2897,-14.6769,-235.17,121.382,26.5755,-235.388,122.5,-14.6123,-235.774
171,0,82.2063,24.258,-235.726,82.3158,-14.703,-235.112,121.391,26.5898,-235.388,122.478,-14.6393,-235.744
172,0,82.1705,24.3232,-235.788,82.3057,-14.72,-235.118,121.402,26.5345,-235.378,122.48,-14.6583,-235.739
173,0,82.2038,24.2566,-235.73,82.3,-14.694,-235.124,121.413,26.5187,-235.345,122.502,-14.6529,-235.739
174,0,82.2097,24.2627,-235.737,82.3272,-14.7333,-235.113,121.416,26.5185,-235.322,122.5,-14.6088,-235.747
175,0,82.244,24.2523,-235.721,82.2883,-14.7159,-235.127,121.438,26.4926,-235.317,122.472,-14.5901,-235.784
176,0,82.1834,24.2767,-235.767,82.2836,-14.674,-235.15,121.383,26.5319,-235.358,122.509,-14.5995,-235.773
177,0,82.1935,24.2762,-235.753,82.3082,-14.718,-235.084,121.368,26.6062,-235.405,122.512,-14.67,-235.701
178,0,82.2302,24.2364,-235.709,82.2877,-14.6888,-235.12,121.36,26.5899,-235.417,122.525,-14.6935,-235.665
179,0,82.2223,24.235,-235.712,82.3084,-14.6855,-235.143,121.396,26.5971,-235.394,122.503,-14.5985,-235.73
180,0,82.2189,24.2647,-235.719,82.2837,-14.6734,-235.146,121.376,26.5823,-235.417,122.496,-14.6251,-235.734
181,0,82.1903,24.2413,-235.734,82.3424,-14.7268,-235.12,121.397,26.5644,-235.388,122.509,-14.6194,-235.738
182,0,82.2139,24.2283,-235.722,82.368,-14.7969,-235.054,121.363,26.5588,-235.395,122.484,-14.6114,-235.783
183,0,82.2269,24.2475,-235.725,82.3843,-14.8089,-235.049,121.415,26.5382,-235.358,122.469,-14.6392,-235.747
184,0,82.1699,24.3119,-235.787,82.3273,-14.7033,-235.153,121.412,26.5155,-235.352,122.485,-14.6413,-235.724
185,0,82.1987,24.2556,-235.745,82.2397,-14.6195,-235.222,121.379,26.5434,-235.346,122.499,-14.6249,-235.736
186,0,82.2307,24.229,-235.714,82.3068,-14.6822,-235.16,121.359,26.5957,-235.414,122.478,-14.5801,-235.774
187,0,82.171,24.2541,-235.745,82.3099,-14.7941,-235.118,121.346,26.6067,-235.397,122.491,-14.5573,-235.793
188,0,82.1539,24.33,-235.798,82.296,-14.7181,-235.103,121.368,26.6252,-235.416,122.493,-14.5601,-235.79
189,0,82.1905,24.2847,-235.759,82.3194,-14.7211,-235.111,121.4,26.5301,-235.361,122.508,-14.6769,-235.713
190,0,82.2185,24.2092,-235.704,82.3344,-14.7309,-235.108,121.4,26.5744,-235.401,122.523,-14.6782,-235.705
191,0,82.2145,24.2488,-235.746,82.3118,-14.6832,-235.097,121.381,26.5854,-235.375,122.501,-14.6054,-235.737
192,0,82.1961,24.2895,-235.765,82.2725,-14.688,-235.177,121.389,26.5623,-235.383,122.495,-14.6297,-235.731
193,0,82.1588,24.3342,-235.786,82.4239,-14.8578,-235.052,121.339,26.6035,-235.419,122.496,-14.5848,-235.772
194,0,82.1609,24.3528,-235.787,82.3422,-14.7751,-235.096,121.332,26.6121,-235.42,122.476,-14.5924,-235.779
195,0,82.2064,24.2679,-235.75,82.3293,-14.7052,-235.131,121.386,26.5564,-235.391,122.513,-14.621,-235.752
196,0,82.2347,24.2426,-235.706,82.2786,-14.6971,-235.152,121.384,26.5705,-235.387,122.516,-14.7089,-235.68
197,0,82.2362,24.2438,-235.69,82.3241,-14.7168,-235.151,121.423,26.5537,-235.349,122.535,-14.6929,-235.692
198,0,82.234,24.2162,-235.7,82.4677,-14.9103,-235.005,121.414,26.5035,-235.328,122.5,-14.573,-235.743
199,0,82.2499,24.2189,-235.718,82.3445,-14.7881,-235.1,121.396,26.5505,-235.367,122.481,-14.6082,-235.762
200,0,82.2129,24.2477,-235.719,82.2983,-14.6759,-235.192,121.402,26.5699,-235.376,122.516,-14.6107,-235.748
201,0,82.1853,24.2985,-235.751,82.291,-14.6629,-235.171,121.375,26.5887,-235.376,122.487,-14.5807,-235.777
202,0,82.202,24.2886,-235.769,82.3009,-14.7222,-235.141,121.381,26.5957,-235.39,122.449,-14.5653,-235.787
203,0,82.2313,24.2303,-235.715,82.3203,-14.7151,-235.106,121.369,26.5595,-235.39,122.519,-14.6393,-235.745
204,0,82.1998,24.2825,-235.765,82.3221,-14.7733,-235.082,121.396,26.5568,-235.373,122.516,-14.6796,-235.698
205,0,82.1727,24.3007,-235.773,82.3195,-14.7433,-235.096,121.41,26.5282,-235.336,122.53,-14.6484,-235.713
206,0,82.1561,24.3321,-235.805,82.28,-14.6652,-235.194,121.383,26.5544,-235.351,122.493,-14.582,-235.769
207,0,82.1823,24.2943,-235.783,82.2797,-14.6384,-235.184,121.391,26.563,-235.372,122.494,-14.6244,-235.75
208,0,82.1861,24.281,-235.751,82.3064,-14.7356,-235.113,121.411,26.52,-235.32,122.509,-14.651,-235.713
209,0,82.1744,24.2931,-235.75,82.3561,-14.7412,-235.085,121.386,26.6031,-235.431,122.517,-14.6336,-235.75
210,0,82.1572,24.3128,-235.781,82.2698,-14.6705,-235.161,121.355,26.5867,-235.389,122.493,-14.6301,-235.736
211,0,82.2062,24.2707,-235.723,82.2827,-14.6593,-235.183,121.389,26.5875,-235.391,122.513,-14.6335,-235.732
212,0,82.2068,24.2517,-235.73,82.3269,-14.7116,-235.145,121.399,26.5475,-235.35,122.527,-14.6606,-235.723
213,0,82.2111,24.2688,-235.727,82.2928,-14.7575,-235.125,121.391,26.5735,-235.377,122.489,-14.6038,-235.752
214,0,82.218,24.2773,-235.74,82.3487,-14.7529,-235.111,121.391,26.5636,-235.399,122.489,-14.6232,-235.771
215,0,82.1815,24.3263,-235.755,82.318,-14.7391,-235.14,121.376,26.5279,-235.37,122.483,-14.6065,-235.768
216,0,82.2029,24.2597,-235.705,82.3026,-14.7256,-235.105,121.421,26.492,-235.336,122.488,-14.614,-235.772
