Trajectories
100
,,Patient 1:Unlabeled0,,,Patient 1:Unlabeled3,,,Patient 1:Unlabeled1,,,Patient 1:Unlabeled2,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
928,0,71.7086,713.37,61.8355,71.2988,673.607,62.054,111.574,714.163,62.6469,111.473,673.258,62.3006
929,0,71.7073,713.367,61.8314,71.1639,673.595,62.1358,111.326,714.076,62.527,111.481,673.261,62.3066
930,0,71.6796,713.331,61.8382,71.2247,673.611,62.1357,111.556,714.137,62.6344,111.488,673.251,62.3092
931,0,71.7057,713.346,61.8211,71.2066,673.591,62.1359,111.348,714.05,62.5243,111.472,673.228,62.3167
932,0,71.713,713.414,61.8194,71.2539,673.659,62.1029,111.305,714.036,62.5506,111.488,673.246,62.3054
933,0,71.7021,713.329,61.8372,71.1984,673.603,62.1033,111.553,714.148,62.6595,111.479,673.242,62.3055
934,0,71.7206,713.363,61.848,71.2469,673.611,62.1519,111.591,714.142,62.6604,111.487,673.25,62.3096
935,0,71.6494,713.371,61.8609,71.1984,673.57,62.1284,111.361,714.094,62.5657,111.483,673.263,62.3003
936,0,71.6637,713.354,61.854,71.1867,673.564,62.1338,111.561,714.135,62.6695,111.478,673.267,62.3219
937,0,71.6755,713.319,61.8411,71.1804,673.575,62.1606,111.329,714.071,62.5745,111.475,673.252,62.3109
938,0,71.7036,713.362,61.8338,71.2368,673.603,62.1483,111.527,714.073,62.655,111.485,673.276,62.3
939,0,71.6758,713.355,61.8641,71.2308,673.646,62.1072,111.565,714.139,62.6501,111.506,673.291,62.2813
940,0,71.6862,713.367,61.8477,71.2036,673.591,62.1542,111.58,714.103,62.6704,111.463,673.258,62.3141
941,0,71.6858,713.315,61.8449,71.2116,673.578,62.1509,111.34,714.09,62.5563,111.461,673.224,62.321
942,0,71.6844,713.314,61.8552,71.2385,673.639,62.1515,111.342,714.051,62.5618,111.457,673.226,62.3252
943,0,71.6628,713.352,61.8733,71.2506,673.609,62.1165,111.35,714.076,62.5511,111.465,673.239,62.3331
944,0,71.6918,713.361,61.8422,71.1929,673.569,62.1558,111.314,714.095,62.5741,111.459,673.237,62.3184
945,0,71.6688,713.364,61.8561,71.194,673.565,62.1752,111.554,714.128,62.6601,111.459,673.204,62.3197
946,0,71.6704,713.359,61.8529,71.3654,673.703,62.0793,111.354,714.097,62.5398,111.474,673.271,62.2919
947,0,71.6387,713.325,61.8805,71.2251,673.61,62.1341,111.532,714.119,62.6426,111.473,673.26,62.2993
948,0,71.7003,713.345,61.8568,71.1821,673.557,62.1403,111.544,714.142,62.6666,111.49,673.273,62.309
949,0,71.6884,713.382,61.8494,71.23,673.623,62.0978,111.335,714.032,62.557,111.501,673.276,62.3001
950,0,71.7091,713.363,61.8329,71.1395,673.542,62.1313,111.334,714.065,62.5476,111.502,673.252,62.3014
951,0,71.6502,713.363,61.8535,71.2078,673.585,62.1301,111.558,714.178,62.6322,111.482,673.261,62.3064
952,0,71.7154,713.369,61.8168,71.2472,673.652,62.1117,111.352,714.094,62.5873,111.477,673.242,62.3116
953,0,71.7071,713.337,61.8537,71.2267,673.651,62.1202,111.342,714.108,62.5327,111.492,673.286,62.2908
954,0,71.6425,713.354,61.8642,71.2044,673.598,62.1541,111.317,714.066,62.5605,111.456,673.222,62.3202
955,0,71.6982,713.349,61.8431,71.1958,673.549,62.1605,111.337,714.103,62.5447,111.458,673.222,62.3154
956,0,71.6914,713.355,61.8316,71.2204,673.594,62.131,111.327,714.091,62.5577,111.474,673.249,62.3112
957,0,71.6859,713.301,61.8523,71.1977,673.578,62.165,111.534,714.125,62.6725,111.475,673.254,62.2909
958,0,71.6824,713.325,61.862,71.2048,673.603,62.1411,111.336,714.098,62.5692,111.485,673.254,62.3006
959,0,71.666,713.344,61.8399,71.2429,673.6,62.1173,111.32,714.051,62.5642,111.486,673.277,62.2942
960,0,71.694,713.321,61.8539,71.2538,673.603,62.1456,111.303,714.072,62.5404,111.486,673.281,62.2923
961,0,71.6876,713.327,61.836,71.2212,673.577,62.1701,111.317,714.099,62.5421,111.488,673.278,62.3002
962,0,71.6692,713.343,61.8599,71.273,673.628,62.1188,111.316,714.101,62.5485,111.475,673.204,62.3195
963,0,71.704,713.354,61.851,71.2259,673.61,62.124,111.546,714.179,62.6281,111.476,673.241,62.3087
964,0,71.6868,713.339,61.8773,71.2031,673.589,62.1484,111.566,714.12,62.663,111.482,673.29,62.2972
965,0,71.6852,713.34,61.8413,71.1683,673.557,62.1381,111.563,714.122,62.6532,111.462,673.234,62.3161
966,0,71.7082,713.398,61.8514,71.2026,673.598,62.1514,111.33,714.039,62.5566,111.481,673.232,62.3107
967,0,71.6711,713.38,61.8572,71.2959,673.64,62.1702,111.325,714.089,62.5701,111.49,673.297,62.2886
968,0,71.7001,713.395,61.8357,71.2682,673.632,62.1278,111.544,714.18,62.6579,111.488,673.309,62.2954
969,0,71.7033,713.345,61.8561,71.2593,673.632,62.1181,111.335,714.083,62.5371,111.466,673.221,62.3319
970,0,71.6846,713.326,61.8427,71.2349,673.6,62.1262,111.32,714.069,62.5469,111.477,673.265,62.2961
971,0,71.6875,713.365,61.8444,71.2168,673.579,62.1359,111.323,714.071,62.5582,111.481,673.244,62.3108
972,0,71.6921,713.382,61.8268,71.196,673.583,62.1747,111.371,714.088,62.5266,111.473,673.234,62.312
973,0,71.692,713.327,61.8496,71.2127,673.599,62.1408,111.587,714.15,62.6685,111.473,673.275,62.3148
974,0,71.7041,713.335,61.8374,71.2069,673.594,62.1368,111.332,714.062,62.5584,111.454,673.27,62.3179
975,0,71.6955,713.349,61.8296,71.2609,673.558,62.0652,111.542,714.161,62.6348,111.473,673.252,62.3161
976,0,71.7019,713.362,61.8279,71.2227,673.54,62.1453,111.333,714.107,62.4987,111.494,673.287,62.2848
977,0,71.713,713.368,61.8468,71.2322,673.604,62.1155,111.345,714.097,62.5465,111.476,673.282,62.299
978,0,71.6533,713.298,61.8579,71.2402,673.67,62.1125,111.328,714.125,62.5109,111.472,673.255,62.3024
979,0,71.7064,713.368,61.8257,71.1778,673.605,62.1451,111.332,714.115,62.5459,111.481,673.262,62.2877
980,0,71.7097,713.359,61.8277,71.2329,673.592,62.1237,111.331,714.069,62.5413,111.474,673.255,62.2956
981,0,71.6949,713.36,61.8599,71.2156,673.604,62.1387,111.537,714.138,62.6338,111.483,673.253,62.3133
982,0,71.682,713.352,61.8585,71.2757,673.608,62.0297,111.559,714.171,62.65,111.493,673.263,62.2926
983,0,71.6979,713.361,61.8412,71.2359,673.643,62.1232,111.334,714.077,62.5851,111.487,673.278,62.3056
984,0,71.7019,713.387,61.8359,71.1839,673.587,62.1283,111.538,714.097,62.6402,111.493,673.266,62.31
985,0,71.7045,713.364,61.8333,71.2839,673.6,62.0255,111.328,714.085,62.5652,111.471,673.254,62.3145
986,0,71.7209,713.334,61.8413,71.2327,673.601,62.1342,111.331,714.06,62.5328,111.476,673.241,62.3183
987,0,71.6773,713.328,61.8435,71.1856,673.626,62.1291,111.532,714.117,62.6433,111.485,673.275,62.301
988,0,71.6955,713.353,61.8433,71.2561,673.647,62.1238,111.344,714.102,62.5582,111.497,673.283,62.2836
989,0,71.7024,713.365,61.8657,71.1962,673.57,62.1855,111.545,714.143,62.6349,111.481,673.267,62.3093
990,0,71.6995,713.373,61.845,71.2331,673.618,62.1157,111.564,714.132,62.6424,111.485,673.251,62.3216
991,0,71.6876,713.381,61.8289,71.216,673.623,62.133,111.323,714.009,62.5695,111.494,673.26,62.3062
992,0,71.7368,713.351,61.8263,71.1913,673.59,62.14,111.526,714.167,62.6197,111.478,673.293,62.2824
993,0,71.6354,713.365,61.8667,71.161,673.583,62.1048,111.565,714.168,62.6299,111.477,673.272,62.3065
994,0,71.6955,713.314,61.846,71.26,673.582,62.0714,111.316,714.069,62.5627,111.471,673.262,62.2962
995,0,71.7086,713.353,61.8484,71.2354,673.613,62.1059,111.306,714.082,62.551,111.475,673.252,62.3096
996,0,71.6514,713.332,61.866,71.1941,673.571,62.1655,111.322,714.089,62.5503,111.473,673.226,62.3245
997,0,71.7459,713.337,61.8169,71.2237,673.578,62.174,111.564,714.105,62.6445,111.49,673.293,62.3035
998,0,71.666,713.38,61.8555,71.2061,673.587,62.1316,111.586,714.137,62.6527,111.473,673.237,62.3071
999,0,71.6927,713.339,61.8657,71.2304,673.62,62.1354,111.563,714.181,62.6393,111.485,673.247,62.3038
1000,0,71.7128,713.34,61.8411,71.2456,673.661,62.1089,111.564,714.125,62.6345,111.465,673.194,62.3281
1001,0,71.664,713.315,61.8559,71.2758,673.609,62.0131,111.344,714.066,62.5509,111.515,673.278,62.2979
1002,0,71.7056,713.359,61.8479,71.1978,673.642,62.1115,111.338,714.043,62.552,111.501,673.259,62.3099
1003,0,71.6219,713.334,61.8723,71.1966,673.596,62.0935,111.538,714.137,62.6289,111.485,673.252,62.3084
1004,0,71.7394,713.368,61.8309,71.2652,673.636,62.0968,111.564,714.136,62.6411,111.475,673.226,62.3125
1005,0,71.6808,713.348,61.8655,71.1956,673.573,62.1365,111.522,714.133,62.6452,111.499,673.247,62.2969
1006,0,71.6871,713.342,61.8393,71.2355,673.586,62.1649,111.348,714.062,62.5316,111.479,673.267,62.303
1007,0,71.6392,713.324,61.8649,71.2164,673.583,62.1385,111.331,714.109,62.5193,111.474,673.229,62.3172
1008,0,71.7192,713.389,61.8273,71.2214,673.597,62.1463,111.566,714.184,62.6318,111.474,673.247,62.3183
1009,0,71.6526,713.335,61.8442,71.2243,673.598,62.1333,111.331,714.094,62.5541,111.486,673.251,62.3339
1010,0,71.6841,713.338,61.8465,71.2282,673.584,62.1322,111.541,714.122,62.6573,111.479,673.215,62.3153
1011,0,71.6908,713.308,61.8458,71.1989,673.6,62.1375,111.579,714.109,62.6608,111.486,673.247,62.2977
1012,0,71.6775,713.353,61.8591,71.2101,673.599,62.1582,111.329,714.049,62.5534,111.482,673.265,62.3232
1013,0,71.6731,713.325,61.863,71.2292,673.607,62.1272,111.333,714.056,62.5456,111.482,673.256,62.3007
1014,0,71.7041,713.344,61.8345,71.2036,673.655,62.1086,111.351,714.069,62.5513,111.496,673.277,62.3038
1015,0,71.6614,713.349,61.8636,71.1937,673.562,62.1379,111.354,714.046,62.5609,111.5,673.278,62.3051
1016,0,71.6708,713.366,61.8445,71.2168,673.62,62.1518,111.333,714.044,62.5605,111.487,673.254,62.2955
1017,0,71.674,713.315,61.8772,71.2221,673.604,62.1358,111.523,714.089,62.6695,111.489,673.248,62.2978
1018,0,71.7032,713.368,61.8654,71.2208,673.623,62.1143,111.543,714.141,62.649,111.467,673.215,62.3281
1019,0,71.7037,713.398,61.8342,71.1983,673.615,62.1663,111.55,714.15,62.6396,111.472,673.247,62.3063
1020,0,71.6846,713.355,61.8373,71.278,673.658,62.1236,111.338,714.141,62.5153,111.481,673.241,62.3123
1021,0,71.7079,713.359,61.8456,71.2218,673.595,62.1753,111.336,714.11,62.5502,111.486,673.259,62.3027
1022,0,71.6439,713.38,61.8711,71.2111,673.574,62.1586,111.556,714.176,62.645,111.468,673.242,62.3193
1023,0,71.7089,713.367,61.8317,71.211,673.619,62.1327,111.359,714.118,62.5455,111.462,673.224,62.3149
1024,0,71.727,713.369,61.8134,71.2217,673.561,62.1304,111.55,714.129,62.6436,111.486,673.248,62.3163
1025,0,71.6803,713.388,61.8506,71.2341,673.615,62.1566,111.545,714.125,62.6702,111.47,673.265,62.3067
1026,0,71.6876,713.342,61.8675,71.2497,673.593,62.1847,111.326,714.097,62.5432,111.472,673.255,62.3018
1027,0,71.6688,713.392,61.8565,71.21,673.586,62.162,111.542,714.127,62.6727,111.494,673.263,62.286
1028,0,71.6766,713.403,61.8312,71.2186,673.599,62.1567,111.336,714.108,62.5292,111.487,673.303,62.3035
1029,0,71.6419,713.367,61.8551,71.2169,673.591,62.1605,111.558,714.169,62.6234,111.483,673.293,62.2906
1030,0,71.6865,713.405,61.837,71.2066,673.62,62.1375,111.536,714.148,62.6425,111.457,673.243,62.3082
1031,0,71.6872,713.354,61.84,71.2126,673.658,62.1401,111.573,714.135,62.6563,111.485,673.272,62.2963
1032,0,71.6913,713.352,61.8355,71.2396,673.638,62.0823,111.548,714.112,62.672,111.497,673.289,62.3026
1033,0,71.6954,713.371,61.8297,71.2514,673.649,62.1275,111.577,714.162,62.6421,111.483,673.266,62.2989
1034,0,71.6311,713.362,61.8744,71.218,673.597,62.1205,111.324,714.093,62.5416,111.464,673.276,62.2976
1035,0,71.6646,713.33,61.8638,71.2147,673.586,62.1355,111.532,714.113,62.6523,111.49,673.267,62.3021
1036,0,71.6588,713.311,61.8626,71.2138,673.57,62.1463,111.338,714.116,62.5473,111.48,673.24,62.3249
1037,0,71.7154,713.375,61.825,71.2304,673.61,62.1421,111.551,714.116,62.6646,111.494,673.283,62.2995
1038,0,71.6999,713.368,61.8259,71.2509,673.641,62.1231,111.56,714.137,62.6508,111.501,673.305,62.2956
1039,0,71.6632,713.376,61.8421,71.206,673.613,62.1099,111.556,714.142,62.6644,111.468,673.246,62.3179
1040,0,71.6909,713.371,61.8444,71.2187,673.611,62.1364,111.354,714.068,62.5553,111.474,673.27,62.3052
1041,0,71.6842,713.338,61.8553,71.2002,673.604,62.1294,111.324,714.056,62.5257,111.496,673.256,62.3108
1042,0,71.6749,713.34,61.8643,71.2155,673.638,62.1499,111.328,714.113,62.5262,111.497,673.26,62.3129
1043,0,71.7208,713.394,61.8288,71.2032,673.553,62.1831,111.337,714.117,62.534,111.501,673.25,62.2838
1044,0,71.6946,713.335,61.8514,71.2188,673.578,62.1564,111.545,714.155,62.6593,111.494,673.264,62.3093
1045,0,71.6995,713.327,61.8647,71.1816,673.581,62.1394,111.563,714.166,62.6491,111.486,673.301,62.3054
1046,0,71.7015,713.376,61.8357,71.2351,673.638,62.1191,111.545,714.144,62.6595,111.49,673.296,62.2988
1047,0,71.6934,713.384,61.8541,71.2039,673.617,62.1187,111.329,714.072,62.5759,111.469,673.268,62.2866
1048,0,71.6986,713.342,61.826,71.199,673.57,62.1556,111.553,714.12,62.6624,111.473,673.253,62.2965
1049,0,71.6628,713.339,61.8195,71.2376,673.588,62.1599,111.557,714.145,62.6327,111.477,673.216,62.3201
1050,0,71.6951,713.341,61.8417,71.1876,673.569,62.1285,111.572,714.134,62.6253,111.483,673.231,62.3053
1051,0,71.6934,713.341,61.8355,71.2563,673.626,62.1345,111.564,714.144,62.6345,111.483,673.263,62.2998
1052,0,71.7213,713.401,61.8091,71.2766,673.593,62.0541,111.563,714.154,62.6603,111.493,673.266,62.3092
1053,0,71.7376,713.37,61.8107,71.1899,673.552,62.1543,111.566,714.126,62.666,111.478,673.291,62.302
1054,0,71.6782,713.29,61.848,71.2623,673.669,62.1138,111.566,714.147,62.665,111.476,673.231,62.3046
1055,0,71.6759,713.325,61.8889,71.2083,673.595,62.1394,111.35,714.087,62.5578,111.483,673.273,62.2946
1056,0,71.6856,713.377,61.843,71.1973,673.585,62.138,111.316,714.133,62.5434,111.493,673.244,62.3161
1057,0,71.6409,713.323,61.8643,71.2315,673.591,62.0968,111.558,714.158,62.6321,111.481,673.236,62.2968
1058,0,71.6936,713.386,61.8404,71.224,673.632,62.125,111.557,714.154,62.6706,111.494,673.286,62.2969
1059,0,71.6907,713.326,61.8415,71.1875,673.562,62.1485,111.331,714.05,62.5761,111.469,673.246,62.3122
1060,0,71.7082,713.353,61.8461,71.2541,673.623,62.1329,111.525,714.121,62.6576,111.487,673.247,62.3111
1061,0,71.712,713.401,61.838,71.2463,673.596,62.1265,111.551,714.157,62.6552,111.472,673.237,62.3165
1062,0,71.6593,713.317,61.8575,71.2173,673.573,62.1617,111.563,714.183,62.6384,111.481,673.236,62.3091
1063,0,71.6444,713.363,61.8587,71.2231,673.633,62.1382,111.535,714.113,62.6491,111.495,673.236,62.3073
1064,0,71.7029,713.37,61.8439,71.2946,673.591,62.0449,111.527,714.113,62.6457,111.482,673.213,62.316
1065,0,71.6898,713.372,61.829,71.176,673.575,62.1172,111.341,714.063,62.5449,111.484,673.273,62.3077
1066,0,71.6288,713.321,61.8595,71.1239,673.526,62.1688,111.553,714.192,62.609,111.483,673.268,62.2979
1067,0,71.722,713.341,61.8407,71.2622,673.637,62.1401,111.558,714.165,62.6413,111.475,673.253,62.3093
1068,0,71.6853,713.311,61.8718,71.1839,673.629,62.1242,111.56,714.18,62.6326,111.494,673.261,62.3058
1069,0,71.6603,713.31,61.8708,71.1766,673.574,62.1339,111.564,714.158,62.6343,111.473,673.279,62.3002
1070,0,71.6736,713.333,61.8654,71.2271,673.613,62.1804,111.559,714.132,62.6282,111.472,673.256,62.3201
1071,0,71.7095,713.346,61.8467,71.2366,673.634,62.1611,111.374,714.119,62.5462,111.494,673.285,62.2987
1072,0,71.7347,713.373,61.8243,71.2604,673.638,62.1499,111.322,714.044,62.5577,111.481,673.269,62.3091
1073,0,71.7332,713.34,61.8293,71.1993,673.595,62.1429,111.344,714.075,62.5505,111.491,673.239,62.3245
1074,0,71.7451,713.357,61.8482,71.2199,673.611,62.1119,111.274,714.075,62.5357,111.5,673.296,62.2819
1075,0,71.6942,713.347,61.8631,71.2471,673.617,62.1314,111.319,714.058,62.558,111.484,673.271,62.2898
1076,0,71.6862,713.342,61.8592,71.2647,673.599,62.0195,111.321,714.13,62.5084,111.48,673.264,62.2927
1077,0,71.7105,713.337,61.8335,71.2493,673.612,62.1063,111.342,714.102,62.5387,111.479,673.241,62.3058
1078,0,71.6973,713.337,61.8449,71.2002,673.6,62.1337,111.329,714.086,62.5379,111.477,673.247,62.3001
1079,0,71.6982,713.347,61.8549,71.2336,673.644,62.0844,111.346,714.071,62.5463,111.487,673.251,62.3089
1080,0,71.6778,713.372,61.8551,71.2229,673.587,62.1432,111.568,714.125,62.6403,111.488,673.25,62.3284
1081,0,71.7252,713.35,61.8321,71.2129,673.567,62.1481,111.559,714.118,62.6664,111.494,673.287,62.2855
1082,0,71.7223,713.359,61.8395,71.2616,673.627,62.1428,111.564,714.15,62.633,111.484,673.269,62.2906
1083,0,71.7343,713.363,61.8376,71.2139,673.617,62.1343,111.325,714.096,62.523,111.479,673.265,62.2982
1084,0,71.7037,713.388,61.8358,71.1974,673.617,62.1483,111.552,714.152,62.6377,111.482,673.239,62.3077
1085,0,71.7487,713.401,61.8143,71.1973,673.618,62.1075,111.566,714.159,62.6109,111.477,673.246,62.319
1086,0,71.7151,713.37,61.8258,71.2372,673.638,62.0948,111.341,714.106,62.5416,111.463,673.227,62.314
1087,0,71.6743,713.321,61.8654,71.2161,673.602,62.127,111.335,714.046,62.5621,111.47,673.227,62.3045
1088,0,71.7022,713.326,61.8693,71.247,673.608,62.1416,111.336,714.065,62.5409,111.486,673.225,62.323
1089,0,71.7169,713.382,61.8379,71.1997,673.593,62.1567,111.541,714.13,62.6461,111.487,673.273,62.3091
1090,0,71.6863,713.342,61.8577,71.1997,673.61,62.1302,111.346,714.09,62.5545,111.48,673.244,62.3172
1091,0,71.6883,713.341,61.8615,71.2266,673.608,62.1413,111.32,714.076,62.534,111.49,673.271,62.2916
1092,0,71.7145,713.355,61.8341,71.1812,673.574,62.1365,111.586,714.163,62.6312,111.476,673.28,62.3
1093,0,71.6846,713.374,61.8385,71.1923,673.57,62.1673,111.34,714.117,62.5443,111.49,673.251,62.3101
1094,0,71.7065,713.34,61.8492,71.2352,673.608,62.1256,111.559,714.113,62.6629,111.493,673.261,62.2931
1095,0,71.6933,713.315,61.8472,71.2152,673.605,62.1259,111.338,714.068,62.5377,111.482,673.265,62.3044
1096,0,71.7035,713.357,61.8289,71.1418,673.587,62.1324,111.345,714.068,62.549,111.492,673.265,62.2974
1097,0,71.6779,713.311,61.8414,71.2536,673.612,62.1456,111.338,714.079,62.5589,111.493,673.289,62.3077
1098,0,71.6806,713.325,61.8641,71.2082,673.58,62.1498,111.335,714.097,62.5473,111.491,673.269,62.302
1099,0,71.7203,713.377,61.8398,71.1364,673.541,62.1506,111.557,714.128,62.666,111.491,673.314,62.2932
1100,0,71.7125,713.327,61.845,71.2045,673.542,62.1638,111.337,714.049,62.5624,111.498,673.308,62.3064
1101,0,71.6998,713.333,61.8716,71.2423,673.605,62.1356,111.556,714.117,62.6645,111.484,673.241,62.3014
1102,0,71.6979,713.389,61.829,70.9497,673.487,62.0964,111.573,714.116,62.6553,111.483,673.257,62.2962
1103,0,71.7255,713.334,61.8458,71.2805,673.638,62.1623,111.543,714.116,62.6557,111.481,673.241,62.3126
1104,0,71.7359,713.362,61.8289,71.2721,673.665,62.1288,111.345,714.093,62.5585,111.482,673.285,62.2996
1105,0,71.6916,713.329,61.8636,71.2183,673.616,62.1204,111.343,714.105,62.5272,111.47,673.244,62.3251
1106,0,71.6981,713.329,61.8402,71.2309,673.591,62.1454,111.318,714.088,62.5386,111.47,673.234,62.3059
1107,0,71.69,713.322,61.8676,71.2184,673.608,62.1499,111.543,714.152,62.6475,111.487,673.274,62.3073
1108,0,71.688,713.354,61.8682,71.216,673.595,62.1434,111.569,714.181,62.6487,111.477,673.255,62.303
1109,0,71.691,713.374,61.8415,71.2216,673.614,62.1192,111.355,714.086,62.5559,111.485,673.251,62.3208
1110,0,71.6945,713.328,61.8702,71.2063,673.602,62.1305,111.534,714.177,62.629,111.487,673.275,62.2896
1111,0,71.6888,713.371,61.8419,71.2005,673.615,62.1207,111.559,714.107,62.6803,111.48,673.269,62.3146
1112,0,71.6381,713.362,61.8795,71.274,673.618,62.144,111.32,714.103,62.55,111.475,673.251,62.311
1113,0,71.6944,713.36,61.8588,71.2229,673.604,62.1517,111.329,714.035,62.5697,111.489,673.297,62.3074
1114,0,71.6659,713.362,61.852,71.2324,673.602,62.1431,111.345,714.037,62.5533,111.477,673.257,62.3021
1115,0,71.7189,713.406,61.8279,71.2559,673.597,62.1394,111.333,714.066,62.5292,111.478,673.238,62.3313
1116,0,71.7026,713.322,61.8644,71.2339,673.59,62.17,111.323,714.059,62.5552,111.483,673.25,62.297
1117,0,71.6868,713.294,61.8607,71.2225,673.599,62.1592,111.323,714.031,62.5632,111.468,673.242,62.3187
1118,0,71.6819,713.29,61.8671,71.2313,673.626,62.1485,111.338,714.04,62.5656,111.482,673.285,62.294
1119,0,71.6975,713.306,61.8541,71.1863,673.528,62.1712,111.538,714.138,62.6474,111.486,673.283,62.291
1120,0,71.6857,713.356,61.83,71.2558,673.579,62.1868,111.575,714.119,62.6608,111.488,673.253,62.3079
1121,0,71.6879,713.334,61.845,71.2393,673.616,62.1442,111.568,714.147,62.6595,111.493,673.26,62.3119
1122,0,71.6305,713.401,61.8663,71.2405,673.609,62.1263,111.321,714.113,62.5527,111.506,673.288,62.283
1123,0,71.7303,713.39,61.8151,71.246,673.637,62.1215,111.335,714.085,62.5651,111.485,673.259,62.3043
1124,0,71.7252,713.355,61.8573,71.1932,673.613,62.1191,111.341,714.064,62.5758,111.478,673.288,62.2976
1125,0,71.6475,713.348,61.8733,71.2206,673.599,62.1267,111.329,714.1,62.5291,111.494,673.293,62.2762
1126,0,71.6605,713.348,61.8681,71.2318,673.63,62.1187,111.345,714.067,62.5446,111.474,673.257,62.3189
1127,0,71.7309,713.362,61.8428,71.1704,673.566,62.1376,111.306,714.044,62.5892,111.486,673.222,62.3196
1128,0,71.6916,713.34,61.8621,71.2162,673.598,62.1237,111.55,714.106,62.6704,111.476,673.246,62.3066
1129,0,71.7,713.357,61.8447,71.2145,673.581,62.1556,111.335,714.087,62.5539,111.477,673.276,62.2902
1130,0,71.7049,713.362,61.8432,71.2359,673.584,62.1587,111.549,714.113,62.6524,111.527,673.3,62.3016
1131,0,71.6507,713.377,61.872,71.2932,673.628,62.0619,111.564,714.121,62.63,111.492,673.254,62.315
1132,0,71.6939,713.345,61.8376,71.2208,673.646,62.1079,111.545,714.091,62.6698,111.5,673.27,62.3024
1133,0,71.6539,713.347,61.8645,71.2601,673.602,62.0643,111.342,714.067,62.5621,111.479,673.292,62.3138
1134,0,71.6857,713.312,61.843,71.2294,673.618,62.1271,111.318,714.106,62.5327,111.494,673.291,62.2962
1135,0,71.698,713.353,61.8466,71.1995,673.585,62.1261,111.556,714.132,62.6454,111.483,673.242,62.3061
1136,0,71.7029,713.349,61.8369,71.2075,673.589,62.1084,111.535,714.067,62.6688,111.473,673.249,62.3047
1137,0,71.7136,713.378,61.832,71.1845,673.572,62.1367,111.359,714.077,62.5526,111.479,673.216,62.3081
1138,0,71.688,713.335,61.8426,71.1238,673.557,62.158,111.319,714.063,62.5627,111.494,673.233,62.3146
1139,0,71.6908,713.364,61.8469,71.2154,673.606,62.1372,111.556,714.148,62.6611,111.488,673.25,62.3098
1140,0,71.6994,713.402,61.8445,71.1876,673.587,62.1455,111.567,714.108,62.6582,111.479,673.29,62.3148
1141,0,71.6875,713.35,61.8467,71.2385,673.612,62.1456,111.312,714.029,62.575,111.477,673.23,62.3181
1142,0,71.6897,713.357,61.8526,71.2531,673.642,62.1084,111.543,714.107,62.6413,111.469,673.233,62.3115
1143,0,71.7182,713.333,61.8345,71.2179,673.624,62.1037,111.555,714.114,62.6737,111.483,673.285,62.2871
1144,0,71.6483,713.342,61.8731,71.2514,673.607,62.1266,111.348,714.095,62.5401,111.47,673.271,62.2975
1145,0,71.6715,713.339,61.844,71.228,673.616,62.1375,111.333,714.087,62.5569,111.458,673.23,62.3172
1146,0,71.6778,713.323,61.8663,71.2449,673.598,62.1599,111.331,714.08,62.5454,111.478,673.243,62.3088
1147,0,71.7145,713.336,61.8398,71.2268,673.601,62.1433,111.351,714.09,62.5565,111.482,673.264,62.3056
1148,0,71.7078,713.356,61.8537,71.2099,673.612,62.1404,111.332,714.087,62.5321,111.495,673.264,62.2983
1149,0,71.6702,713.343,61.8668,71.2371,673.621,62.1291,111.552,714.112,62.6971,111.481,673.266,62.292
1150,0,71.6085,713.294,61.9015,71.2756,673.62,62.1232,111.321,714.075,62.5537,111.464,673.244,62.3176
1151,0,71.6846,713.369,61.855,71.2133,673.579,62.1413,111.298,714.049,62.5597,111.49,673.262,62.3052
1152,0,71.7039,713.331,61.861,71.1246,673.547,62.1523,111.336,714.065,62.5583,111.478,673.244,62.3165
1153,0,71.7065,713.3,61.8294,71.1439,673.578,62.1278,111.551,714.132,62.6305,111.482,673.261,62.2827
1154,0,71.7203,713.338,61.864,71.1744,673.59,62.1556,111.529,714.085,62.6384,111.485,673.265,62.2863
1155,0,71.6975,713.356,61.8326,71.1989,673.566,62.169,111.537,714.114,62.6419,111.464,673.27,62.2968
1156,0,71.7174,713.363,61.8321,71.2565,673.625,62.1253,111.541,714.118,62.6605,111.472,673.23,62.3289
1157,0,71.7071,713.362,61.8514,71.2284,673.635,62.0959,111.31,714.047,62.572,111.486,673.245,62.3183
1158,0,71.7105,713.36,61.8378,71.2099,673.575,62.1606,111.553,714.144,62.655,111.46,673.205,62.3379
1159,0,71.6941,713.368,61.8374,71.2311,673.568,62.163,111.55,714.155,62.6312,111.474,673.244,62.3141
1160,0,71.7299,713.309,61.8306,71.2351,673.601,62.127,111.369,714.089,62.5264,111.481,673.241,62.3124
1161,0,71.6394,713.311,61.8862,71.212,673.626,62.1165,111.323,714.048,62.5498,111.479,673.265,62.2858
1162,0,71.6847,713.292,61.8534,71.2415,673.642,62.1252,111.55,714.133,62.6422,111.472,673.307,62.2963
1163,0,71.7333,713.359,61.8426,71.2327,673.621,62.1192,111.318,714.104,62.5374,111.484,673.268,62.3051
1164,0,71.6707,713.384,61.8516,71.1526,673.561,62.1459,111.313,714.106,62.5537,111.512,673.272,62.3061
1165,0,71.6953,713.382,61.833,71.2325,673.61,62.1424,111.572,714.175,62.6398,111.484,673.239,62.3204
